day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
6,2016,7,9,2016-07-09,69.1,62.9,1010.7,7.9,4.1,8,14,86,64.9,0.08,999.9,0,498
7,2016,7,10,2016-07-10,71.5,63.8,1010.7,6.9,3.6,8.9,15.9,80.1,64.9,0.53,999.9,0,508
1,2016,7,11,2016-07-11,72.8,58.1,1017.2,10,3.3,7,999.9,81,64.9,0,999.9,0,618
2,2016,7,12,2016-07-12,74.1,62.1,1019.2,9.7,2.9,8,999.9,82,64.9,0,999.9,0,662
3,2016,7,13,2016-07-13,76.2,65.9,1017.8,9.4,4.1,7,14,84.9,68,0,999.9,0,607
4,2016,7,14,2016-07-14,78.7,72.1,1012.9,7.4,3,6,31.1,88,71.1,0,999.9,1,741
5,2016,7,15,2016-07-15,83,69.8,1010.6,8.3,3.1,8,18.1,88,73,0.62,999.9,0,798
6,2016,7,16,2016-07-16,81.6,65.1,1015.1,9,3.8,6,15.9,90,75,0,999.9,0,623
7,2016,7,17,2016-07-17,81,65.8,1018.2,8.8,2.9,8,999.9,90,75,0,999.9,0,574
1,2016,7,18,2016-07-18,81.9,65.6,1018.2,8.1,4.4,9.9,18.1,91.9,71.6,0,999.9,0,725
2,2016,7,19,2016-07-19,77.7,59,1017.9,9.3,4.5,8.9,17.1,93,72,0.35,999.9,0,699
3,2016,7,20,2016-07-20,76.5,52.6,1021.9,9.7,3.1,7,999.9,84.9,68,0,999.9,0,698
4,2016,7,21,2016-07-21,78.3,61,1020.3,8.8,3.6,8,999.9,90,68,0,999.9,0,731
5,2016,7,22,2016-07-22,82.8,67.2,1013.7,7.6,5.8,8.9,15.9,93.9,71.1,0,999.9,0,769
6,2016,7,23,2016-07-23,87.2,62.9,1009.9,8.7,5,8,15.9,96.1,73.9,0,999.9,0,650
7,2016,7,24,2016-07-24,84,60,1013.7,9.3,3,6,999.9,96.1,75,0,999.9,0,566
1,2016,7,25,2016-07-25,82.3,69.2,1013.2,7.3,3.3,14,27,93.9,75,0,999.9,1,698
2,2016,7,26,2016-07-26,78.9,68.1,1011.8,7.8,3.7,8,15,93,72,1,999.9,0,688
3,2016,7,27,2016-07-27,82.6,61.4,1013.3,9.3,2.3,5.1,999.9,91,72,0,999.9,0,690
4,2016,7,28,2016-07-28,83.2,66.8,1012.2,8.1,2.4,6,999.9,95,73.9,0,999.9,0,709
5,2016,7,29,2016-07-29,76.1,68.5,1011,5.1,4,9.9,15,95,69.1,0.94,999.9,1,774
6,2016,7,30,2016-07-30,77,69.4,1014.5,6,3,7,999.9,84.9,69.1,0.15,999.9,0,599
7,2016,7,31,2016-07-31,74.9,71.3,1015.8,5.4,3.3,8.9,999.9,84,73,0.26,999.9,0,529
1,2016,8,1,2016-08-01,72.8,67,1017.3,7.5,5.4,11.1,999.9,80.1,69.1,1.07,999.9,0,569
2,2016,8,2,2016-08-02,73,62,1018.7,9.4,6.1,14,15.9,80.1,69.1,0,999.9,0,602
3,2016,8,3,2016-08-03,71.5,58.9,1021,9.4,2.6,8,999.9,80.1,66,0,999.9,0,687
4,2016,8,4,2016-08-04,72.9,60,1020.8,9.2,1.8,7,999.9,81,66,0,999.9,0,715
5,2016,8,5,2016-08-05,74.5,61.3,1016.6,9.2,3.2,7,999.9,82.9,66.9,0,999.9,0,700
6,2016,8,6,2016-08-06,78,67.7,1008.5,8.2,4.5,11.1,19,87.1,72,0,999.9,0,578
7,2016,8,7,2016-08-07,79,58.7,1010.3,9.7,3.2,7,15.9,87.1,70,0.05,999.9,0,540
1,2016,8,8,2016-08-08,78.6,58.1,1016.2,9.4,1.7,6,999.9,86,70,0,999.9,0,632
2,2016,8,9,2016-08-09,78.2,61.5,1021.5,9.3,1.8,6,999.9,87.1,71.1,0,999.9,0,650
3,2016,8,10,2016-08-10,79.7,72,1021.1,8.4,3.4,5.1,17.1,87.1,71.1,0.01,999.9,0,618
4,2016,8,11,2016-08-11,84.3,73.3,1018,8,4.3,8.9,999.9,91,75,0.08,999.9,0,672
5,2016,8,12,2016-08-12,82.4,73.5,1012.9,7.6,4,8,17.1,93,73,0.47,999.9,0,729
6,2016,8,13,2016-08-13,86.9,74.8,1011.9,8.3,4.1,8,15,96.1,73,0.32,999.9,0,614
7,2016,8,14,2016-08-14,87.8,71.5,1013.2,8.8,3.5,8,15,96.1,79,0,999.9,0,521
1,2016,8,15,2016-08-15,82.6,69.1,1019.3,9.4,2.7,7,999.9,93.9,77,0.06,999.9,0,643
2,2016,8,16,2016-08-16,82.5,72.4,1020.7,8.1,2.6,8,999.9,91.9,77,0,999.9,0,644
3,2016,8,17,2016-08-17,80.8,68.8,1015.7,8.7,5.8,9.9,20,87.1,77,0.12,999.9,0,658
4,2016,8,18,2016-08-18,78.8,65.1,1015.5,9.1,1.8,5.1,999.9,84.9,72,0.03,999.9,0,635
5,2016,8,19,2016-08-19,80,66.7,1013.5,8.8,1.7,6,999.9,88,72,0,999.9,0,707
6,2016,8,20,2016-08-20,76.7,69.1,1013.3,7.2,3.9,9.9,20,82.9,69.8,0.01,999.9,1,579
7,2016,8,21,2016-08-21,78,70.2,1011,7.9,3,8,15.9,86,70,0.82,999.9,1,512
1,2016,8,22,2016-08-22,73.7,60.4,1013.6,9.3,5.3,8,21,86,69.1,0.31,999.9,0,669
2,2016,8,23,2016-08-23,71.2,50.4,1024.7,9.9,1.9,5.1,999.9,82,61,0,999.9,0,637
3,2016,8,24,2016-08-24,76.9,58.6,1024.7,9.4,2.1,5.1,999.9,87.8,68,0,999.9,0,635
4,2016,8,25,2016-08-25,77.8,64.2,9999.9,999.9,999.9,999.9,999.9,86,69.8,0,999.9,0,659
5,2016,8,26,2016-08-26,82.4,68.3,9999.9,999.9,999.9,999.9,999.9,89.6,75.2,0.01,999.9,0,756
6,2016,8,27,2016-08-27,80.2,59.2,9999.9,9.1,3.6,6,14,88,73.4,0,999.9,0,624
7,2016,8,28,2016-08-28,78.5,61.9,1023.4,9.4,1.8,6,999.9,89.1,72,0,999.9,0,559
1,2016,8,29,2016-08-29,80.6,62.4,1019.7,9.4,3.9,7,999.9,91,72,0,999.9,0,673
2,2016,8,30,2016-08-30,77,58.7,1020,9.8,3.7,8.9,999.9,91,69.1,0,999.9,0,622
3,2016,8,31,2016-08-31,78.9,66.3,1014.9,8.3,2.5,7,999.9,89.1,69.1,0,999.9,0,661
4,2016,9,1,2016-09-01,73.9,67.8,1011,6.5,1.6,8,999.9,89.1,70,0.04,999.9,1,675
5,2016,9,2,2016-09-02,72.6,56.7,1016.8,9.7,4.7,8.9,999.9,81,66,0.46,999.9,0,697
6,2016,9,3,2016-09-03,71.2,56.8,1021,10,5.9,8.9,20,81,66,0,999.9,0,498
7,2016,9,4,2016-09-04,70.8,54.2,1022.7,10,5.9,11.1,15,80.1,64.9,0,999.9,0,466
1,2016,9,5,2016-09-05,72.8,52.1,1021.4,10,5.9,9.9,20,84,64.9,0,999.9,0,419
2,2016,9,6,2016-09-06,76.7,59,1014.6,10,8.8,14,22,84,64.9,0,999.9,0,626
3,2016,9,7,2016-09-07,76,65.7,1014.9,9.5,7,11.1,21,84.9,71.1,0,999.9,0,648
4,2016,9,8,2016-09-08,78.2,68.1,1012.6,8.2,2,6,999.9,89.1,71.1,0,999.9,0,717
5,2016,9,9,2016-09-09,85,69.2,1011.5,9,3.2,6,999.9,91,71.1,0,999.9,0,715
6,2016,9,10,2016-09-10,81.1,72.9,1014.9,6.5,3.4,7,999.9,91,73.9,0.22,999.9,0,598
7,2016,9,11,2016-09-11,79.4,62.9,1014.2,8.8,5.1,9.9,24.1,90,73.9,0,999.9,0,538
1,2016,9,12,2016-09-12,69.5,49.6,1022.8,10,4.2,7,999.9,82.9,62.1,0,999.9,0,648
2,2016,9,13,2016-09-13,70.8,58.1,1022.4,9.8,2.7,6,999.9,82.9,62.1,0,999.9,0,779
3,2016,9,14,2016-09-14,75.7,60.4,1018.2,8.9,4.3,8.9,24.1,91,64,0,999.9,1,779
4,2016,9,15,2016-09-15,68,49.4,1023.1,10,5,9.9,20,73,62.1,0.56,999.9,0,757
5,2016,9,16,2016-09-16,66.2,52.8,1025.8,10,2.2,6,999.9,73.9,61,0,999.9,0,780
6,2016,9,17,2016-09-17,67.1,56.2,1023.4,9.9,2.6,7,999.9,77,59,0,999.9,0,646
7,2016,9,18,2016-09-18,74.3,66.4,1017.9,8.9,3.1,8,999.9,82,59,0,999.9,0,535
1,2016,9,19,2016-09-19,72.7,69.2,1016.7,6.8,2.5,7,15.9,82,69.1,0.24,999.9,0,680
2,2016,9,20,2016-09-20,72.9,66.4,1019,8.8,2.1,6,999.9,82,68,0.44,999.9,0,619
3,2016,9,21,2016-09-21,75.3,58.7,1020.6,9.3,3,7,15,84,68,0,999.9,0,621
4,2016,9,22,2016-09-22,74.2,51.3,1020.9,10,2.1,6,999.9,86,64.9,0,999.9,0,660
5,2016,9,23,2016-09-23,74,54.7,1016.5,9.6,1.3,5.1,999.9,87.1,64,0,999.9,0,812
6,2016,9,24,2016-09-24,65.8,52.5,1017.9,9.1,4.7,8.9,19,87.1,57.9,0.21,999.9,0,612
7,2016,9,25,2016-09-25,61.3,39.7,1021.4,10,2.7,8.9,999.9,71.1,54,0.2,999.9,0,572
1,2016,9,26,2016-09-26,63.1,44.4,1021,10,3.2,7,17.1,73.9,54,0,999.9,0,623
2,2016,9,27,2016-09-27,68.1,58.4,1013.6,8.5,3.3,7,999.9,73.9,64,0.22,999.9,0,659
3,2016,9,28,2016-09-28,64.4,57.8,1017.5,8,5.7,14,22.9,73.9,60.1,0,999.9,0,637
4,2016,9,29,2016-09-29,60.6,53,1026.4,8.7,8.8,15,27,69.1,55.9,0,999.9,0,624
5,2016,9,30,2016-09-30,58.6,52.6,1026.4,6.6,9,15.9,24.1,64,57,0,999.9,0,872
6,2016,10,1,2016-10-01,58.4,54.3,1022.7,8.8,7,9.9,17.1,62.1,55.9,0.4,999.9,0,581
7,2016,10,2,2016-10-02,59.6,55.2,1019.5,8.5,3.5,8.9,999.9,63,55.9,0,999.9,0,486
1,2016,10,3,2016-10-03,64.6,57.1,1016.3,7.2,1.8,5.1,999.9,72,57,0,999.9,0,490
2,2016,10,4,2016-10-04,64.5,54.7,1023.6,9.5,5.3,11.1,15.9,72,60.1,0,999.9,0,523
3,2016,10,5,2016-10-05,60,47.8,1026.7,10,5.2,8,999.9,69.1,53.1,0,999.9,0,695
4,2016,10,6,2016-10-06,62.1,52.1,1025.8,8.7,1.9,6,999.9,73,53.1,0,999.9,0,764
5,2016,10,7,2016-10-07,63.4,53.2,1025.1,7.5,1.8,6,999.9,75,55,0,999.9,0,754
6,2016,10,8,2016-10-08,63,58.5,1020.3,7.7,1.4,5.1,999.9,75,57,0,999.9,0,633
7,2016,10,9,2016-10-09,58,52.8,1015.6,6.1,5.2,12,21,68,51.1,0.44,999.9,0,480
1,2016,10,10,2016-10-10,54.3,34.1,1022,10,4.6,8,18.1,64.9,46.9,0.34,999.9,0,539
2,2016,10,11,2016-10-11,53.4,38,1030.1,10,3.2,7,999.9,64,46,0,999.9,0,739
3,2016,10,12,2016-10-12,57.9,48.8,1027.2,9.8,1.2,5.1,999.9,66,46,0,999.9,0,498
4,2016,10,13,2016-10-13,60.1,54.1,1019.7,8.3,1.8,8,999.9,66.9,53.1,0,999.9,0,757
5,2016,10,14,2016-10-14,54.4,38.1,1025.4,10,4.1,7,999.9,66.9,46.9,0,999.9,0,767
6,2016,10,15,2016-10-15,54,39.7,1029,10,2.7,5.1,999.9,64.9,45,0,999.9,0,641
7,2016,10,16,2016-10-16,59.6,50.2,1022.5,9.4,3.1,6,15,69.1,45,0,999.9,0,503
1,2016,10,17,2016-10-17,69.4,58,1014.1,8.6,3.1,8.9,15.9,81,53.1,0,999.9,0,585
2,2016,10,18,2016-10-18,73.1,60.8,1012.1,8.3,2.8,6,999.9,81,63,0,999.9,0,590
3,2016,10,19,2016-10-19,74.8,60.2,1013.6,9.1,4.3,7,19,84.9,66.9,0,999.9,0,676
4,2016,10,20,2016-10-20,66.6,53.7,1019.7,9.2,5.4,9.9,15,84.9,62.1,0,999.9,0,662
5,2016,10,21,2016-10-21,67.5,64.5,1009.2,5.9,2.4,7,999.9,70,62.1,0,999.9,1,851
6,2016,10,22,2016-10-22,53.4,47.9,997.6,7.7,7.7,15,27,66,46.4,1.32,999.9,0,629
7,2016,10,23,2016-10-23,52.4,32.8,1008.2,10,7.8,13,31.1,61,45,0.08,999.9,0,534
1,2016,10,24,2016-10-24,56.1,40.1,1012.3,10,5.3,11.1,22.9,62.1,45,0,999.9,0,573
2,2016,10,25,2016-10-25,48.6,30.5,1022.2,10,5.2,8.9,25.1,62.1,46,0,999.9,0,566
3,2016,10,26,2016-10-26,44.2,24.9,1028.8,10,4,8,15.9,52,37.9,0,999.9,0,706
4,2016,10,27,2016-10-27,44.2,32.8,1029.5,7.6,4.6,8,14,53.6,41,0,999.9,0,831
5,2016,10,28,2016-10-28,47.8,39.3,1019.3,7.9,6.7,14,29.9,55,39.9,1.41,999.9,0,798
6,2016,10,29,2016-10-29,49.2,35.5,1019.4,10,3.2,7,15.9,62.1,39,0,999.9,0,614
7,2016,10,30,2016-10-30,65.4,54,1011.6,8.7,4.4,11.1,32.1,75,57.9,0,999.9,1,557
1,2016,10,31,2016-10-31,50.7,37.2,1020.4,9.8,4.3,9.9,20,57.9,44.1,0.56,999.9,0,655
2,2016,11,1,2016-11-01,48.9,37.2,1027,10,2.9,6,999.9,57.9,39.9,0,999.9,0,732
3,2016,11,2,2016-11-02,59.7,48.9,1023.8,9.6,3,6,999.9,70,39.9,0,999.9,0,665
4,2016,11,3,2016-11-03,65.3,54.3,1014.9,7.8,3.8,8.9,21,72,54,0,999.9,0,689
5,2016,11,4,2016-11-04,56.2,37.3,1018.4,10,4.3,7,999.9,72,51.1,0,999.9,0,777
6,2016,11,5,2016-11-05,52,33.6,1022.7,10,3.1,7,999.9,62.1,44.1,0,999.9,0,626
7,2016,11,6,2016-11-06,54.4,37.1,1021.9,10,5.7,12,20,62.1,44.1,0,999.9,0,532
1,2016,11,7,2016-11-07,46.6,27.3,1029.9,10,5.5,9.9,18.1,59,41,0,999.9,0,699
2,2016,11,8,2016-11-08,52,30.6,1022.1,10,1.9,6,999.9,66,41,0,999.9,0,620
3,2016,11,9,2016-11-09,56.4,41,1011.3,7.7,2.4,6,999.9,66,41,0,999.9,0,541
4,2016,11,10,2016-11-10,48.5,32.7,1014.1,10,4.8,8,15.9,59,39.9,0.06,999.9,0,706
5,2016,11,11,2016-11-11,53.4,31.4,1007.3,10,7.6,15,29.9,63,46.9,0,999.9,0,665
6,2016,11,12,2016-11-12,42.9,19.7,1023.5,10,4.5,8,999.9,50,37,0,999.9,0,603
7,2016,11,13,2016-11-13,49,23.6,1020.1,10,4.4,8,999.9,61,37,0,999.9,0,518
1,2016,11,14,2016-11-14,53.6,20.8,1017,10,4,8.9,17.1,62.1,41,0,999.9,0,668
2,2016,11,15,2016-11-15,51.4,40,1013.2,6.8,4.7,14,25.1,62.1,46,0.18,999.9,1,741
3,2016,11,16,2016-11-16,51.6,38.2,1007.7,9.8,4.1,7,14,61,45,1.63,999.9,0,705
4,2016,11,17,2016-11-17,54.3,38.6,1014.3,9.8,3.8,8,15.9,61,45,0,999.9,0,707
5,2016,11,18,2016-11-18,52.5,37.4,1018.9,10,2,6,999.9,64,44.1,0,999.9,0,776
6,2016,11,19,2016-11-19,55.2,41.8,1013.2,9.9,3.3,8.9,999.9,64,44.1,0,999.9,0,692
7,2016,11,20,2016-11-20,41.2,31.7,1001.2,8.5,7.9,15,29.9,63,34,0.56,999.9,0,529
1,2016,11,21,2016-11-21,38.2,18.4,1003.8,9.8,10.9,15,33,42.1,34,0.31,999.9,0,684
2,2016,11,22,2016-11-22,38.4,18.8,1014.8,10,9.5,19,34,41,36,0,999.9,0,765
3,2016,11,23,2016-11-23,38.8,21.8,1024.1,10,5.5,9.9,20,45,35.1,0,999.9,0,807
4,2016,11,24,2016-11-24,43.2,31.2,1024.8,10,3.9,7,999.9,48,35.1,0,999.9,0,428
5,2016,11,25,2016-11-25,48.6,42.6,1023.2,7,2.1,6,999.9,54,37.9,0.03,999.9,0,455
6,2016,11,26,2016-11-26,47.7,38.8,1019.5,8,3.4,8,999.9,54,44.1,0.02,999.9,0,463
7,2016,11,27,2016-11-27,43.5,29.9,1018.8,10,4,8,15,50,39,0,999.9,0,466
1,2016,11,28,2016-11-28,44.3,28.9,1021.1,9.9,3.3,6,999.9,52,37.9,0,999.9,0,647
2,2016,11,29,2016-11-29,54.2,47.7,1018.6,6.4,3.8,8.9,22,60.1,46.9,0,999.9,1,752
3,2016,11,30,2016-11-30,55.8,53,1012.4,5.6,4,8.9,15.9,60.1,51.1,2.2,999.9,0,730
4,2016,12,1,2016-12-01,51.4,42.6,1004.1,7.5,7.3,14,28.9,57.9,48,0.8,999.9,0,734
5,2016,12,2,2016-12-02,44.7,27.4,1011.3,10,7.4,11.1,22,54,39.9,0.07,999.9,0,690
6,2016,12,3,2016-12-03,44.3,26.5,1015.4,10,7.6,12,22.9,46.9,41,0,999.9,0,592
7,2016,12,4,2016-12-04,42.2,22.7,1022.1,10,5.1,11.1,17.1,46.9,39,0,999.9,0,482
1,2016,12,5,2016-12-05,42.8,31.6,1017.4,8.6,5.2,8.9,15.9,48.9,37.9,0.17,999.9,0,791
2,2016,12,6,2016-12-06,42.7,29.8,1018.3,10,3.5,8,999.9,48.9,37,0.02,999.9,0,711
3,2016,12,7,2016-12-07,41.3,36.9,1014.2,6.7,4.7,11.1,19,45,39.2,0.44,999.9,0,637
4,2016,12,8,2016-12-08,42.2,30.8,1015.8,9.9,3.3,5.1,999.9,46,39.9,0.09,999.9,0,635
5,2016,12,9,2016-12-09,36,11.9,1021.7,10,8.7,8.9,22,39.9,33.1,0,999.9,0,701
6,2016,12,10,2016-12-10,31.5,15.4,1027.3,10,6.1,9.9,20,43,28,0,999.9,0,555
7,2016,12,11,2016-12-11,30.8,16.9,1032.1,9.2,3.3,6,999.9,35.1,28,0,999.9,0,522
1,2016,12,12,2016-12-12,38.8,34.9,1016.1,6.3,4.6,9.9,15.9,46,28,0.46,999.9,0,665
2,2016,12,13,2016-12-13,39.6,24.8,1018.8,10,4.1,7,15.9,46,34,0.07,999.9,0,630
3,2016,12,14,2016-12-14,39.4,22.8,1015.3,9.6,4.3,9.9,18.1,43,35.1,0,999.9,0,689
4,2016,12,15,2016-12-15,27.7,2,1012.5,9.8,8.7,14,34,42.1,21,0,999.9,0,749
5,2016,12,16,2016-12-16,20.7,2.8,1026.7,10,5.9,9.9,21,34,17.1,0,999.9,0,792
6,2016,12,17,2016-12-17,29.9,22.2,1021.5,5.6,3.7,13,19,36,17.1,0.18,999.9,0,623
7,2016,12,18,2016-12-18,45.5,41.8,1012.5,6.1,5.2,15.9,27,57.9,24.1,0.57,2,1,521
1,2016,12,19,2016-12-19,28.4,8.7,1036.2,10,6.8,11.1,21,37,24.1,0.02,1.2,0,722
2,2016,12,20,2016-12-20,25.8,7.3,1034.2,10,2.6,7,999.9,33.1,19.9,0,999.9,0,719
3,2016,12,21,2016-12-21,34.3,16.3,1021.5,10,3.2,8.9,17.1,39.9,30,0,999.9,0,676
4,2016,12,22,2016-12-22,41.6,22.7,1017.6,10,4.5,12,21,48.9,30,0,999.9,0,700
5,2016,12,23,2016-12-23,41.8,24.2,1026.6,10,5.9,8.9,17.1,48.9,37,0,999.9,0,692
6,2016,12,24,2016-12-24,42.1,32.2,1024.6,7.9,4.9,9.9,19,46.9,37.9,0.02,999.9,0,554
7,2016,12,25,2016-12-25,43.9,30.6,1029.1,10,4.9,8.9,17.1,50,37.9,0.45,999.9,0,365
1,2016,12,26,2016-12-26,37.5,26,1037.7,9.2,5.9,9.9,15.9,50,33.1,0,999.9,0,394
2,2016,12,27,2016-12-27,54.7,45.1,1013.2,9.7,6.5,9.9,28.9,60.1,33.1,0.02,999.9,0,569
3,2016,12,28,2016-12-28,39.7,24.4,1017.2,10,5.2,8,17.1,60.1,36,0,999.9,0,546
4,2016,12,29,2016-12-29,38.9,29.4,1012.9,8,3.4,11.1,18.1,46.4,34,0,999.9,0,542
5,2016,12,30,2016-12-30,37.3,25.2,1002.8,9.9,7.6,12,25.1,46,33.1,0.39,999.9,1,583
6,2016,12,31,2016-12-31,36.4,19.7,1016.8,10,6.4,9.9,20,44.1,30.9,0.01,999.9,0,465
7,2017,1,1,2017-01-01,44.8,22.9,1017.9,10,5,9.9,21,48,43,0,999.9,0,485
1,2017,1,2,2017-01-02,39.3,28.9,1030.7,8.5,6.7,11.1,17.1,48,37,0,999.9,0,449
2,2017,1,3,2017-01-03,40.1,39.3,1018.4,3.8,11.2,15.9,26,43,37,0.3,999.9,0,659
3,2017,1,4,2017-01-04,44.6,37.3,998.8,7.9,6.1,15,27,52,39.9,0.49,999.9,0,590
4,2017,1,5,2017-01-05,31.4,9.3,1011,10,7,11.1,26,44.1,27,0,999.9,0,552
5,2017,1,6,2017-01-06,30.2,16,1016.5,8,4.4,8,15,34,27,0.04,999.9,1,600
6,2017,1,7,2017-01-07,23,11.3,1024.1,5.7,6.2,9.9,18.1,28.9,19.4,0.01,1.2,1,896
7,2017,1,8,2017-01-08,20.1,7.2,1024.8,7.9,7.5,13,21,26.1,16,0.32,999.9,0,406
1,2017,1,9,2017-01-09,18.6,3.1,1037.9,10,4.6,8,17.1,25,14,0,3.9,0,669
2,2017,1,10,2017-01-10,27.7,15.3,1035.5,10,4,8,14,37.9,14,0,3.1,0,597
3,2017,1,11,2017-01-11,45.8,37.8,1024.9,9.5,5.3,12,20,52,37.9,0.26,3.1,0,629
4,2017,1,12,2017-01-12,55.6,48.4,1018.8,8.9,6.3,8.9,21,66,42.1,0.31,999.9,0,646
5,2017,1,13,2017-01-13,51.4,35.8,1025.7,10,6.4,11.1,22,64.9,36,0.05,999.9,0,604
6,2017,1,14,2017-01-14,31.1,16.4,1038.1,8.4,4.1,8,15,35.1,28,0,999.9,1,495
7,2017,1,15,2017-01-15,33,23.8,1027,8.5,3.7,8,999.9,37.9,28,0.12,999.9,0,490
1,2017,1,16,2017-01-16,35,20,1029.7,10,3.1,7,999.9,43,30,0,1.2,0,477
2,2017,1,17,2017-01-17,40,30.4,1024.1,6.6,3.8,9.9,17.1,43,30,0,999.9,0,657
3,2017,1,18,2017-01-18,39.2,37.7,1013.7,6.2,6.3,9.9,15,41,37.4,0.41,999.9,0,549
4,2017,1,19,2017-01-19,42.1,35,1016.5,10,3,8,999.9,48.9,37.9,0.06,999.9,0,610
5,2017,1,20,2017-01-20,41.9,33,1016.1,9.3,4,8.9,999.9,48.9,39,0,999.9,0,605
6,2017,1,21,2017-01-21,42.9,41,1011.5,5.3,4,7,14,48.9,39.9,0.1,999.9,0,475
7,2017,1,22,2017-01-22,44.5,43.6,1006.9,3.4,3.7,9.9,17.1,48.9,41,0,999.9,1,411
1,2017,1,23,2017-01-23,41.2,35.4,1008.3,9.2,15.5,24.1,38.1,46.9,35.6,0.05,999.9,0,667
2,2017,1,24,2017-01-24,36.2,35.1,995.8,4.3,10.6,20,32.1,44.1,35.1,1.66,999.9,0,564
3,2017,1,25,2017-01-25,40.5,30.4,1002.3,9.8,6.4,12,21,48,35.1,0.68,999.9,0,576
4,2017,1,26,2017-01-26,49.2,34.4,997.8,9.8,5.1,15,27,54,45,0,999.9,0,563
5,2017,1,27,2017-01-27,41.8,24.6,1002.1,10,7.8,12,27,44.1,39.9,0.02,999.9,0,583
6,2017,1,28,2017-01-28,36.6,20.9,1004.2,10,7.1,12,21,43,34,0,999.9,0,501
7,2017,1,29,2017-01-29,38.4,18.6,1006,10,5.8,11.1,17.1,43,35.1,0,999.9,0,428
1,2017,1,30,2017-01-30,34.6,13.9,1007.9,10,4.9,9.9,15.9,43,30.9,0,999.9,0,545
2,2017,1,31,2017-01-31,29.3,15.8,1013.3,7.5,4.4,8,999.9,37,26.1,0,999.9,1,571
3,2017,2,1,2017-02-01,39.6,26.6,1012.1,9.2,4.1,8.9,20,46.9,26.1,0.06,999.9,0,574
4,2017,2,2,2017-02-02,39.5,22.2,1017.4,10,4.7,11.1,21,46.9,33.1,0,999.9,0,586
5,2017,2,3,2017-02-03,30.6,11,1021.8,10,5.2,9.9,15,45,26.1,0,999.9,0,609
6,2017,2,4,2017-02-04,27.6,5.2,1025.6,10,7.7,12,24.1,34,21.9,0,999.9,0,541
7,2017,2,5,2017-02-05,35.2,13.9,1018.2,10,6.3,8.9,24.1,42.1,21.9,0,999.9,0,429
1,2017,2,6,2017-02-06,41.6,20.4,1016.7,10,5.5,8,20,48,36,0,999.9,0,568
2,2017,2,7,2017-02-07,39.3,34.9,1013.6,5.5,5.3,11.1,18.1,48.9,36,0.06,999.9,0,626
3,2017,2,8,2017-02-08,45.9,39.9,1003.4,4.8,3.9,8,999.9,62.1,36,0.24,999.9,1,673
4,2017,2,9,2017-02-09,33.3,23.6,1004,5.2,9.2,17.1,32.1,62.1,21.9,0.34,999.9,1,507
5,2017,2,10,2017-02-10,24.2,6.2,1020.6,10,8.2,15,27,44.1,19,0.82,2,0,708
6,2017,2,11,2017-02-11,37.3,21.5,1015.6,9.6,4.4,13,21,48,19,0,7.9,0,511
7,2017,2,12,2017-02-12,34.7,28.7,1017.7,6.2,6.4,14,20,48,30,0.04,5.1,0,439
1,2017,2,13,2017-02-13,35.2,24.7,1007,9.8,9.9,21,34,39.9,30,0.44,2,0,642
2,2017,2,14,2017-02-14,32.6,18.8,1013,10,5.5,11.1,22,39.9,28,0.02,2,0,688
3,2017,2,15,2017-02-15,40.3,29.5,1000.1,9.4,4.6,15.9,25.1,46.9,28,0,2,0,603
4,2017,2,16,2017-02-16,33.6,19.1,1000.1,10,8.9,13,25.1,46.9,30.9,0,999.9,0,652
5,2017,2,17,2017-02-17,32.1,14.1,1009.7,10,8.3,12,22,41,26.1,0,999.9,0,680
6,2017,2,18,2017-02-18,45.7,21.7,1009.3,10,4.2,8,17.1,63,26.1,0,999.9,0,570
7,2017,2,19,2017-02-19,59.9,32.1,1007.5,10,5.9,12,20,64.9,54,0,999.9,0,438
1,2017,2,20,2017-02-20,50.5,25.4,1019.3,10,5.7,13,20,64.9,43,0,999.9,0,428
2,2017,2,21,2017-02-21,40.8,18.8,1026.7,10,5.5,9.9,17.1,55,34,0,999.9,0,483
3,2017,2,22,2017-02-22,47.2,35.4,1017,9.8,3.5,7,19,57,34,0,999.9,0,477
4,2017,2,23,2017-02-23,53,44.9,1011.4,8.5,2.2,8,999.9,64.9,42.1,0,999.9,0,581
5,2017,2,24,2017-02-24,62.7,51.6,1012.3,9.9,5.1,9.9,18.1,70,44.1,0,999.9,0,657
6,2017,2,25,2017-02-25,57.3,53.5,1008.1,8.7,5.4,15,24.1,70,50,0,999.9,1,573
7,2017,2,26,2017-02-26,41.5,24.8,1012.3,9.2,7.6,13,24.1,63,36,0.54,999.9,0,462
1,2017,2,27,2017-02-27,42.2,19.2,1027.1,10,6,9.9,15.9,53.1,35.1,0,999.9,0,540
2,2017,2,28,2017-02-28,51.1,37.4,1026.5,9.8,3.2,8.9,999.9,59,35.1,0,999.9,0,591
3,2017,3,1,2017-03-01,58.6,53.5,1007.5,8.6,4.5,8.9,19,70,46.9,0,999.9,0,571
4,2017,3,2,2017-03-02,52,28.1,1003,10,10,19,36.9,70,41,0.12,999.9,0,653
5,2017,3,3,2017-03-03,34.5,8.9,1021.6,10,6.5,9.9,22,39.9,30,0,999.9,0,745
6,2017,3,4,2017-03-04,25.1,1.8,1031.7,10,8.1,12,27,39,19.9,0,999.9,0,536
